protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
F5GXU9,9,0.01376,8,0.02778
E9PP78,5,0.00765,2,0.00694
AT7L2,2,0.00306,0,0.0
E9PPQ5,6,0.00917,6,0.02083
B7ZBC8,0,0.0,2,0.00694
SYFM,11,0.01682,8,0.02778
B4DIY7,14,0.02141,8,0.02778
B8ZZT4,15,0.02294,9,0.03125
C9JXQ1,1,0.00153,1,0.00347
VAV,0,0.0,1,0.00347
GPR12,1,0.00153,0,0.0
J9JID5,8,0.01223,6,0.02083
B7Z9C6,3,0.00459,2,0.00694
H0Y9G5,11,0.01682,9,0.03125
H0YKS0,82,0.12538,60,0.20833
E5RHC5,4,0.00612,2,0.00694
K7EP61,1,0.00153,0,0.0
E9PIA9,36,0.05505,21,0.07292
FKBPL,0,0.0,1,0.00347
B4DDZ0,2,0.00306,2,0.00694
A2T115,1,0.00153,0,0.0
C9K0W5,12,0.01835,8,0.02778
B5MCN7,2,0.00306,0,0.0
J3QQL2,63,0.09633,39,0.13542
ATG7,19,0.02905,9,0.03125
LRCH1,13,0.01988,9,0.03125
E7EPR3,120,0.18349,82,0.28472
NSN5B,10,0.01529,2,0.00694
SEGN,2,0.00306,1,0.00347
PNKD,26,0.03976,10,0.03472
G3V1S1,5,0.00765,1,0.00347
J3QQJ5,2,0.00306,2,0.00694
EYS,1,0.00153,0,0.0
H0YNP1,15,0.02294,8,0.02778
C9JG87,63,0.09633,33,0.11458
G5E9Q4,1,0.00153,1,0.00347
K7ER15,5,0.00765,7,0.02431
CUX2,4,0.00612,0,0.0
SCRT2,1,0.00153,0,0.0
C9J7C7,2,0.00306,1,0.00347
C9JPP2,9,0.01376,1,0.00347
MCU,118,0.18043,53,0.18403
D6R909,106,0.16208,71,0.24653
E7EQI7,56,0.08563,34,0.11806
NR2E3,1,0.00153,0,0.0
E7EM82,0,0.0,1,0.00347
UB2R1,2,0.00306,2,0.00694
H3BS21,136,0.20795,82,0.28472
G3V360,0,0.0,1,0.00347
STAR5,3,0.00459,2,0.00694
H7C0G6,0,0.0,1,0.00347
LRP1,152,0.23242,91,0.31597
RUN3A,1,0.00153,0,0.0
DDAH2,81,0.12385,49,0.17014
GDPD3,22,0.03364,10,0.03472
SKIL,2,0.00306,0,0.0
E9PDK2,1,0.00153,2,0.00694
H7BY37,2,0.00306,0,0.0
OXLA,29,0.04434,13,0.04514
F5H544,1,0.00153,0,0.0
E5RH50,61,0.09327,46,0.15972
H7BXR3,25,0.03823,13,0.04514
LICH,24,0.0367,11,0.03819
D6R9T3,6,0.00917,1,0.00347
CF132,3,0.00459,0,0.0
BGAT,1,0.00153,0,0.0
G5E9A1,5,0.00765,2,0.00694
CLC11,2,0.00306,1,0.00347
B4DR47,2,0.00306,1,0.00347
K7EJT8,190,0.29052,108,0.375
MSS4,16,0.02446,10,0.03472
C9JP48,15,0.02294,11,0.03819
MYH11,356,0.54434,208,0.72222
I3L120,18,0.02752,13,0.04514
C9JYM0,11,0.01682,7,0.02431
CALU,103,0.15749,53,0.18403
IF2B1,10,0.01529,0,0.0
COA6,53,0.08104,32,0.11111
CTF18,2,0.00306,0,0.0
DJC30,4,0.00612,0,0.0
E7ENB5,1,0.00153,0,0.0
UB2R2,23,0.03517,15,0.05208
E5RK39,11,0.01682,4,0.01389
TOM22,64,0.09786,41,0.14236
ZN583,1,0.00153,1,0.00347
GP171,0,0.0,1,0.00347
E9PIY1,9,0.01376,0,0.0
PLMN,177,0.27064,98,0.34028
D6RC14,16,0.02446,8,0.02778
ZN345,0,0.0,2,0.00694
RNF25,5,0.00765,2,0.00694
B4E2V5,160,0.24465,106,0.36806
CAC1H,0,0.0,1,0.00347
E5RGE1,85,0.12997,51,0.17708
J3QSW3,2,0.00306,1,0.00347
B4E0I3,1,0.00153,0,0.0
B1AL69,0,0.0,2,0.00694
B4DFN6,76,0.11621,41,0.14236
RO60,106,0.16208,57,0.19792
CAMP2,2,0.00306,0,0.0
E9PCW1,23,0.03517,14,0.04861
H7C3K1,1,0.00153,0,0.0
H7C3Q8,7,0.0107,5,0.01736
PVRL2,2,0.00306,1,0.00347
CBPQ,1,0.00153,0,0.0
C9JA97,1,0.00153,0,0.0
SURF1,38,0.0581,21,0.07292
A6NJJ0,51,0.07798,29,0.10069
B4DGZ6,1,0.00153,0,0.0
E9PM90,38,0.0581,23,0.07986
CC42B,1,0.00153,0,0.0
PCDGF,1,0.00153,0,0.0
B7Z5W8,142,0.21713,89,0.30903
F5GZ53,2,0.00306,0,0.0
C9IZQ3,9,0.01376,9,0.03125
F5H355,11,0.01682,4,0.01389
UB2G2,7,0.0107,4,0.01389
LRC72,0,0.0,1,0.00347
LUM,276,0.42202,162,0.5625
GALT2,3,0.00459,1,0.00347
J3KTI2,26,0.03976,11,0.03819
B4DML3,13,0.01988,7,0.02431
CILP1,2,0.00306,0,0.0
C9K0C8,1,0.00153,0,0.0
F169B,1,0.00153,0,0.0
MRRP1,76,0.11621,43,0.14931
E5RHR2,9,0.01376,4,0.01389
VMAC,1,0.00153,0,0.0
M0R3C8,5,0.00765,1,0.00347
B4DF95,1,0.00153,1,0.00347
BEX5,0,0.0,2,0.00694
J3KRB9,2,0.00306,0,0.0
D6RAT4,15,0.02294,3,0.01042
GDC,1,0.00153,0,0.0
CATS,110,0.1682,62,0.21528
E7EV34,6,0.00917,0,0.0
K1755,13,0.01988,8,0.02778
E7ET49,0,0.0,1,0.00347
CB050,1,0.00153,0,0.0
H7BYK2,4,0.00612,2,0.00694
GALT6,16,0.02446,8,0.02778
C9J6X6,1,0.00153,2,0.00694
RM18,45,0.06881,23,0.07986
INF2,210,0.3211,132,0.45833
GRPL2,2,0.00306,0,0.0
AARD,3,0.00459,1,0.00347
K1C17,2,0.00306,1,0.00347
MYO3B,1,0.00153,0,0.0
ADA12,0,0.0,2,0.00694
ADT3,5,0.00765,0,0.0
TMIG1,1,0.00153,0,0.0
TX264,19,0.02905,15,0.05208
CEA16,1,0.00153,0,0.0
E7EN11,1,0.00153,0,0.0
F8W845,305,0.46636,190,0.65972
H0YIK5,1,0.00153,1,0.00347
E9PPB3,1,0.00153,0,0.0
E5RGM5,4,0.00612,3,0.01042
PSD13,29,0.04434,18,0.0625
Q5JQN9,2,0.00306,0,0.0
IFIT2,9,0.01376,2,0.00694
ATS18,2,0.00306,0,0.0
Q5W026,0,0.0,5,0.01736
CST9,1,0.00153,0,0.0
NEUL2,7,0.0107,6,0.02083
H7C5L0,9,0.01376,5,0.01736
H0Y4H1,13,0.01988,6,0.02083
B0QZ40,6,0.00917,2,0.00694
H0YA22,66,0.10092,33,0.11458
SC6A2,1,0.00153,0,0.0
F5GZQ6,1,0.00153,0,0.0
F5H289,2,0.00306,1,0.00347
H3BMS6,192,0.29358,122,0.42361
B4DYL1,4,0.00612,0,0.0
OPTN,35,0.05352,29,0.10069
MYL10,2,0.00306,1,0.00347
FKBP9,2,0.00306,2,0.00694
H7C2K6,21,0.03211,8,0.02778
CQ089,9,0.01376,6,0.02083
E7EV53,1,0.00153,0,0.0
H0Y8R3,1,0.00153,0,0.0
B3KRH1,2,0.00306,0,0.0
ABCG8,1,0.00153,0,0.0
DPOG2,4,0.00612,1,0.00347
TTC27,2,0.00306,2,0.00694
J3KRR6,2,0.00306,1,0.00347
POTEI,17,0.02599,9,0.03125
TIPRL,37,0.05657,22,0.07639
C9JR96,6,0.00917,0,0.0
C9JFM5,1,0.00153,1,0.00347
AL7A1,52,0.07951,36,0.125
RTCB,108,0.16514,80,0.27778
DOCK1,22,0.03364,9,0.03125
B4E022,356,0.54434,216,0.75
C9JYQ9,11,0.01682,6,0.02083
4EBP3,1,0.00153,0,0.0
BAZ1B,63,0.09633,30,0.10417
SYVC,203,0.3104,141,0.48958
H0YL76,40,0.06116,25,0.08681
EMX2,2,0.00306,0,0.0
E9PQ73,2,0.00306,0,0.0
TYY1,0,0.0,2,0.00694
B3KRS5,84,0.12844,47,0.16319
H7C1K0,13,0.01988,6,0.02083
E7ETM5,31,0.0474,13,0.04514
SCN1A,1,0.00153,0,0.0
K7EP90,36,0.05505,23,0.07986
KISS1,4,0.00612,0,0.0
B7ZBM3,1,0.00153,0,0.0
S10A9,243,0.37156,167,0.57986
LRSM1,7,0.0107,6,0.02083
C9JFF0,3,0.00459,2,0.00694
SPT20,11,0.01682,6,0.02083
JHD2C,6,0.00917,1,0.00347
P2R3A,1,0.00153,1,0.00347
F5GZS6,181,0.27676,122,0.42361
C9JNU9,1,0.00153,1,0.00347
B0ZBF6,1,0.00153,1,0.00347
H3BSM5,2,0.00306,0,0.0
KPCI,27,0.04128,15,0.05208
E7EX90,176,0.26911,97,0.33681
M0QZJ3,1,0.00153,0,0.0
J3KPA5,0,0.0,1,0.00347
C9J2Y4,6,0.00917,7,0.02431
G3V4I5,14,0.02141,8,0.02778
E5RHC6,1,0.00153,0,0.0
ZBTB1,0,0.0,1,0.00347
DSC2,57,0.08716,34,0.11806
FUND2,10,0.01529,4,0.01389
H0YC35,35,0.05352,27,0.09375
I3L1L6,1,0.00153,1,0.00347
A8MUD9,239,0.36544,155,0.53819
ASPN,31,0.0474,19,0.06597
SMTL1,0,0.0,1,0.00347
H7C1I7,4,0.00612,5,0.01736
F8W6Y9,0,0.0,1,0.00347
A8MTF8,4,0.00612,1,0.00347
B7Z1H8,0,0.0,1,0.00347
K7EIZ3,1,0.00153,0,0.0
CEP55,1,0.00153,0,0.0
RAB3A,1,0.00153,0,0.0
TRIA1,1,0.00153,1,0.00347
B7WNT5,2,0.00306,0,0.0
BMP8B,0,0.0,1,0.00347
E9PN17,215,0.32875,142,0.49306
B9A008,3,0.00459,1,0.00347
B4DNY1,5,0.00765,4,0.01389
F8W050,2,0.00306,5,0.01736
QCR8,50,0.07645,30,0.10417
OVOL1,1,0.00153,0,0.0
G3V3Z5,6,0.00917,4,0.01389
B7Z2F4,276,0.42202,171,0.59375
B5MCX3,213,0.32569,120,0.41667
E5RHK2,13,0.01988,7,0.02431
H7C4W6,0,0.0,1,0.00347
RECQ4,0,0.0,2,0.00694
A8MW61,70,0.10703,38,0.13194
IF1AY,33,0.05046,23,0.07986
H0YK33,0,0.0,1,0.00347
B4DJ68,3,0.00459,0,0.0
DDX46,92,0.14067,53,0.18403
B7Z3Y2,143,0.21865,77,0.26736
PALMD,1,0.00153,0,0.0
PKHH2,17,0.02599,4,0.01389
PDE9A,2,0.00306,0,0.0
POSTN,15,0.02294,13,0.04514
E9PK54,183,0.27982,122,0.42361
FUCM,0,0.0,1,0.00347
H0YCP1,4,0.00612,2,0.00694
M0R1K3,7,0.0107,1,0.00347
E9PFF8,1,0.00153,0,0.0
AKA12,81,0.12385,40,0.13889
SRPX,1,0.00153,1,0.00347
B1AJY5,26,0.03976,26,0.09028
NDUA2,37,0.05657,21,0.07292
PERM,308,0.47095,194,0.67361
E7EWI8,2,0.00306,1,0.00347
B4DM60,0,0.0,1,0.00347
D6RHF4,41,0.06269,26,0.09028
RFA3,1,0.00153,2,0.00694
M0QXD5,10,0.01529,9,0.03125
D6RBJ9,17,0.02599,10,0.03472
C9J8J0,24,0.0367,17,0.05903
THEM4,3,0.00459,2,0.00694
S31D3,2,0.00306,1,0.00347
H0YEB7,18,0.02752,13,0.04514
COG7,62,0.0948,43,0.14931
ODF2L,2,0.00306,0,0.0
A2A2Y8,4,0.00612,2,0.00694
J3KN16,173,0.26453,107,0.37153
K7EP41,35,0.05352,18,0.0625
A8K5V8,6,0.00917,4,0.01389
M0R148,1,0.00153,0,0.0
NOSIP,3,0.00459,1,0.00347
H0YBC2,9,0.01376,3,0.01042
B4DEK4,173,0.26453,91,0.31597
F6X838,59,0.09021,30,0.10417
H0YFY6,265,0.4052,178,0.61806
HV207,43,0.06575,27,0.09375
B3AT,94,0.14373,66,0.22917
CDK13,2,0.00306,1,0.00347
I3L0A1,1,0.00153,4,0.01389
J3QKS3,0,0.0,1,0.00347
GDE1,0,0.0,1,0.00347
H7C0U5,4,0.00612,2,0.00694
D6RA70,3,0.00459,0,0.0
E9PMA0,176,0.26911,115,0.39931
B0QZA8,1,0.00153,1,0.00347
B7Z4C0,1,0.00153,0,0.0
YI016,329,0.50306,203,0.70486
H0YMT3,0,0.0,1,0.00347
H7BY82,3,0.00459,1,0.00347
E7EPB1,1,0.00153,2,0.00694
E7ENU4,184,0.28135,117,0.40625
XRCC5,312,0.47706,199,0.69097
ZN225,1,0.00153,0,0.0
MINT,10,0.01529,3,0.01042
CACO1,2,0.00306,1,0.00347
C9IZA5,110,0.1682,71,0.24653
C9JLX5,1,0.00153,4,0.01389
C9JYU7,7,0.0107,6,0.02083
G3V3G9,9,0.01376,5,0.01736
SAA4,15,0.02294,14,0.04861
B4E189,9,0.01376,4,0.01389
TRI14,3,0.00459,1,0.00347
A8MSL3,1,0.00153,0,0.0
Q8N450,1,0.00153,0,0.0
B7Z382,58,0.08869,22,0.07639
F5GWS7,1,0.00153,0,0.0
KAP3,17,0.02599,11,0.03819
ROBO4,1,0.00153,0,0.0
E9PDD2,4,0.00612,3,0.01042
E9PQ51,1,0.00153,0,0.0
3BHS1,1,0.00153,2,0.00694
K1737,1,0.00153,0,0.0
B5MCP9,134,0.20489,94,0.32639
BPL1,3,0.00459,0,0.0
E7EXB4,7,0.0107,4,0.01389
E7EX60,9,0.01376,5,0.01736
F5GXR3,30,0.04587,16,0.05556
NEU1B,2,0.00306,2,0.00694
N42L2,0,0.0,1,0.00347
E9PM19,2,0.00306,1,0.00347
Q5VXM9,49,0.07492,26,0.09028
CIKS,1,0.00153,0,0.0
Q5JZA9,3,0.00459,0,0.0
F8W6C1,310,0.47401,193,0.67014
H3BRL3,29,0.04434,10,0.03472
P4HA1,115,0.17584,55,0.19097
MD2BP,2,0.00306,0,0.0
D6RD66,315,0.48165,186,0.64583
F8W9Y0,14,0.02141,4,0.01389
E5RHN3,0,0.0,1,0.00347
B4E2W0,290,0.44343,179,0.62153
ULK2,2,0.00306,2,0.00694
B7WNR1,1,0.00153,0,0.0
H0YKY0,1,0.00153,0,0.0
H0Y579,43,0.06575,25,0.08681
B3KNR7,1,0.00153,0,0.0
Q14D22,0,0.0,1,0.00347
OCRL,5,0.00765,5,0.01736
PRLD2,1,0.00153,0,0.0
AT8B1,40,0.06116,17,0.05903
SELT,8,0.01223,8,0.02778
C9JK40,1,0.00153,0,0.0
B3KQZ9,16,0.02446,7,0.02431
GT251,70,0.10703,45,0.15625
C9JHL4,3,0.00459,1,0.00347
H7BZL1,6,0.00917,9,0.03125
H0Y9A6,1,0.00153,0,0.0
H0YE46,3,0.00459,3,0.01042
H7C4K7,7,0.0107,3,0.01042
ABL1,4,0.00612,2,0.00694
SNTB2,26,0.03976,8,0.02778
I3L4E8,12,0.01835,8,0.02778
H3BRE0,10,0.01529,7,0.02431
XPO1,196,0.29969,109,0.37847
ATP5E,28,0.04281,18,0.0625
B4DE16,28,0.04281,16,0.05556
E7EN77,30,0.04587,25,0.08681
MTND,12,0.01835,6,0.02083
H7C2A0,17,0.02599,17,0.05903
MUC13,115,0.17584,61,0.21181
LIPL,1,0.00153,1,0.00347
E7EU35,1,0.00153,0,0.0
NADC,28,0.04281,15,0.05208
H3BNA5,0,0.0,1,0.00347
B4DMZ6,1,0.00153,0,0.0
A8MPS3,2,0.00306,0,0.0
TOIP2,12,0.01835,6,0.02083
J3KQF5,1,0.00153,0,0.0
F8WCL9,0,0.0,1,0.00347
E5RGM3,54,0.08257,33,0.11458
MIER1,1,0.00153,0,0.0
I3L1P8,172,0.263,105,0.36458
E9PJN6,13,0.01988,7,0.02431
K7ENI8,4,0.00612,1,0.00347
H0Y9X4,0,0.0,1,0.00347
J3KN36,46,0.07034,30,0.10417
E5RGE5,7,0.0107,2,0.00694
INPP,2,0.00306,1,0.00347
K7EJR3,31,0.0474,20,0.06944
CDRT4,1,0.00153,0,0.0
HNRDL,101,0.15443,63,0.21875
E9PQR4,1,0.00153,0,0.0
B4DY77,0,0.0,1,0.00347
B4DSH3,1,0.00153,0,0.0
SLFN5,8,0.01223,9,0.03125
ZN620,1,0.00153,0,0.0
TRI61,2,0.00306,2,0.00694
MIME,118,0.18043,68,0.23611
F8W1G0,33,0.05046,22,0.07639
DDX6,175,0.26758,101,0.35069
E7EQ52,0,0.0,4,0.01389
B4DL54,11,0.01682,6,0.02083
H9KV70,140,0.21407,109,0.37847
B1APJ0,26,0.03976,14,0.04861
WDR66,0,0.0,1,0.00347
E7EMC8,3,0.00459,1,0.00347
A1A5A8,2,0.00306,0,0.0
I3L107,33,0.05046,13,0.04514
CASC4,2,0.00306,1,0.00347
D6RC09,1,0.00153,0,0.0
ADCK1,1,0.00153,2,0.00694
M0QZD9,2,0.00306,2,0.00694
A6PVK7,0,0.0,1,0.00347
G3V207,3,0.00459,1,0.00347
F8VSB9,3,0.00459,1,0.00347
MUT7,2,0.00306,0,0.0
TMED4,54,0.08257,30,0.10417
FN3K,29,0.04434,15,0.05208
B5MCD9,5,0.00765,3,0.01042
M0QXX8,5,0.00765,3,0.01042
CA174,0,0.0,1,0.00347
GG6L6,8,0.01223,3,0.01042
E9PI47,7,0.0107,1,0.00347
C9J2H1,2,0.00306,2,0.00694
F8W8H5,1,0.00153,0,0.0
H0YJ08,14,0.02141,11,0.03819
GUF1,22,0.03364,13,0.04514
LTOR3,32,0.04893,15,0.05208
C9J784,1,0.00153,0,0.0
ICMT,2,0.00306,0,0.0
QSOX2,20,0.03058,10,0.03472
E7EQU6,1,0.00153,0,0.0
D6RAW3,11,0.01682,8,0.02778
NDUS2,56,0.08563,19,0.06597
DLG4,0,0.0,1,0.00347
ZN513,1,0.00153,0,0.0
A8MW50,283,0.43272,183,0.63542
E9PDY4,2,0.00306,0,0.0
D6RGE5,17,0.02599,14,0.04861
G3V1L9,108,0.16514,71,0.24653
E9PQ57,16,0.02446,12,0.04167
K7EL50,14,0.02141,7,0.02431
H0YHL3,8,0.01223,3,0.01042
HV311,49,0.07492,31,0.10764
ABCAD,5,0.00765,0,0.0
E9PKG0,37,0.05657,25,0.08681
B4DZT4,80,0.12232,48,0.16667
E9PAK5,4,0.00612,0,0.0
C9IZG4,84,0.12844,46,0.15972
ACADV,161,0.24618,105,0.36458
B4DSD4,0,0.0,1,0.00347
B4DN73,12,0.01835,9,0.03125
M0R0V2,9,0.01376,3,0.01042
E7ERB6,0,0.0,1,0.00347
E5RGV7,1,0.00153,0,0.0
CFC1B,1,0.00153,1,0.00347
SYDE2,4,0.00612,2,0.00694
UBP35,0,0.0,1,0.00347
PDE7B,2,0.00306,1,0.00347
PPA6,15,0.02294,5,0.01736
RTKN,35,0.05352,14,0.04861
H7BZX2,1,0.00153,0,0.0
MMP1,9,0.01376,5,0.01736
RBM45,3,0.00459,0,0.0
F8W9E7,18,0.02752,7,0.02431
FAT2,0,0.0,2,0.00694
E9PL09,152,0.23242,106,0.36806
ASCC2,3,0.00459,11,0.03819
D3DQ78,1,0.00153,0,0.0
E5RFR5,1,0.00153,0,0.0
PRI2,14,0.02141,10,0.03472
B4DUW5,3,0.00459,4,0.01389
APOE,60,0.09174,38,0.13194
SOX9,0,0.0,1,0.00347
CIP2A,1,0.00153,2,0.00694
C9J4Q9,3,0.00459,1,0.00347
C9JYE9,0,0.0,2,0.00694
EMR2,0,0.0,1,0.00347
G5E9C5,2,0.00306,0,0.0
B4DGU0,0,0.0,1,0.00347
ZMYM4,1,0.00153,0,0.0
F5H2B0,6,0.00917,7,0.02431
H0Y9M8,8,0.01223,2,0.00694
S31E1,5,0.00765,3,0.01042
EVPLL,3,0.00459,0,0.0
E9PMQ3,23,0.03517,12,0.04167
K7EJ35,22,0.03364,7,0.02431
PPR26,2,0.00306,1,0.00347
AP1S2,0,0.0,1,0.00347
B1P2N7,5,0.00765,2,0.00694
D6RAN6,15,0.02294,6,0.02083
C9JRV9,9,0.01376,10,0.03472
B4DEZ3,27,0.04128,21,0.07292
SGCD,26,0.03976,8,0.02778
E9PLX3,15,0.02294,7,0.02431
Q2MDF5,2,0.00306,1,0.00347
K1211,1,0.00153,0,0.0
E9PAP0,1,0.00153,1,0.00347
RRS1,65,0.09939,45,0.15625
RPIA,23,0.03517,12,0.04167
D6RCM2,5,0.00765,2,0.00694
F8WD00,34,0.05199,23,0.07986
CD68,31,0.0474,18,0.0625
B4DJ23,4,0.00612,3,0.01042
B5MBZ8,103,0.15749,65,0.22569
E5RGY7,56,0.08563,34,0.11806
OGFR,3,0.00459,0,0.0
F5H1A8,348,0.53211,209,0.72569
CPVL,3,0.00459,1,0.00347
TTC33,3,0.00459,1,0.00347
DIAC,0,0.0,1,0.00347
KDEL2,43,0.06575,15,0.05208
H3BQQ3,1,0.00153,0,0.0
CD99,7,0.0107,0,0.0
H7C5I7,12,0.01835,6,0.02083
B4E2P2,44,0.06728,29,0.10069
C9JIE4,71,0.10856,59,0.20486
H0Y515,1,0.00153,1,0.00347
STX1A,1,0.00153,0,0.0
BMS1,22,0.03364,18,0.0625
G3BP2,48,0.07339,24,0.08333
Q5VYL6,6,0.00917,3,0.01042
H0YC91,1,0.00153,0,0.0
K7ELG5,39,0.05963,21,0.07292
K7ENQ8,0,0.0,1,0.00347
RFA2,71,0.10856,44,0.15278
B4DKR0,11,0.01682,10,0.03472
MCEE,18,0.02752,8,0.02778
H3BMF3,13,0.01988,5,0.01736
KIF1B,8,0.01223,3,0.01042
H7C2V1,51,0.07798,35,0.12153
B0UXB6,79,0.1208,53,0.18403
H0Y626,2,0.00306,3,0.01042
CATA,192,0.29358,111,0.38542
PTRD1,24,0.0367,12,0.04167
E9PFP8,1,0.00153,0,0.0
E9PL37,74,0.11315,53,0.18403
H3BPK7,140,0.21407,93,0.32292
B4DGB8,2,0.00306,0,0.0
WDR62,1,0.00153,0,0.0
VSX2,1,0.00153,0,0.0
C9JBN2,1,0.00153,2,0.00694
ZN555,1,0.00153,0,0.0
SI1L3,2,0.00306,3,0.01042
A0PK03,1,0.00153,0,0.0
A6NIR2,2,0.00306,1,0.00347
MN1,1,0.00153,0,0.0
PDLI1,294,0.44954,170,0.59028
P2RX7,1,0.00153,0,0.0
UBXN8,1,0.00153,0,0.0
B5MCV4,15,0.02294,7,0.02431
LEP,0,0.0,1,0.00347
KTN1,108,0.16514,68,0.23611
F8W9W4,20,0.03058,13,0.04514
RB40L,1,0.00153,0,0.0
WDR81,0,0.0,1,0.00347
E9PIA8,43,0.06575,23,0.07986
CYBR1,2,0.00306,0,0.0
MSH2,3,0.00459,3,0.01042
F5H0K0,7,0.0107,7,0.02431
G8JL88,6,0.00917,12,0.04167
M0QZK8,68,0.10398,38,0.13194
B4E2E0,18,0.02752,8,0.02778
H3BNQ7,45,0.06881,25,0.08681
H3BNS1,56,0.08563,24,0.08333
H7C400,14,0.02141,8,0.02778
IASPP,4,0.00612,2,0.00694
H3BM79,2,0.00306,1,0.00347
SSBP,54,0.08257,31,0.10764
FBSL,1,0.00153,0,0.0
H7C399,4,0.00612,2,0.00694
TCL1B,1,0.00153,0,0.0
STXB1,25,0.03823,10,0.03472
CSK22,5,0.00765,2,0.00694
E7ESC6,87,0.13303,68,0.23611
C9JHW1,4,0.00612,1,0.00347
F8WF86,46,0.07034,17,0.05903
H9KVA7,178,0.27217,82,0.28472
GEMI2,1,0.00153,1,0.00347
C9JNP8,0,0.0,2,0.00694
DYXC1,1,0.00153,1,0.00347
J3JS69,120,0.18349,81,0.28125
E9PI14,13,0.01988,7,0.02431
AGFG2,9,0.01376,4,0.01389
F8WDX4,162,0.24771,104,0.36111
H3BMX0,20,0.03058,15,0.05208
PTPC1,1,0.00153,0,0.0
TWF1,0,0.0,2,0.00694
SPTB2,384,0.58716,237,0.82292
F8WBL3,2,0.00306,2,0.00694
F5H7D6,7,0.0107,6,0.02083
B4DT35,105,0.16055,71,0.24653
PO3F3,0,0.0,1,0.00347
H0Y983,33,0.05046,24,0.08333
DACT3,0,0.0,1,0.00347
LZTS1,1,0.00153,0,0.0
IMA5,13,0.01988,4,0.01389
A8CTX8,0,0.0,3,0.01042
S2533,2,0.00306,1,0.00347
SV421,2,0.00306,0,0.0
HEAT3,3,0.00459,2,0.00694
M0R1Q1,21,0.03211,15,0.05208
H0YIN8,1,0.00153,1,0.00347
PZP,1,0.00153,0,0.0
D6RCT7,0,0.0,1,0.00347
E9PJN9,36,0.05505,20,0.06944
H0YLD2,4,0.00612,3,0.01042
F5H1K1,2,0.00306,1,0.00347
KCNK5,1,0.00153,0,0.0
H0YLL1,1,0.00153,0,0.0
C9JMG9,1,0.00153,0,0.0
REL,3,0.00459,0,0.0
H0YLT2,0,0.0,1,0.00347
B3KR06,11,0.01682,6,0.02083
S10AD,43,0.06575,30,0.10417
TEF,0,0.0,2,0.00694
LARP1,21,0.03211,19,0.06597
REG1A,19,0.02905,14,0.04861
C9JVF0,56,0.08563,31,0.10764
ZN839,1,0.00153,0,0.0
C19L1,31,0.0474,13,0.04514
CA146,0,0.0,1,0.00347
B4DQ42,1,0.00153,0,0.0
C9JPW4,1,0.00153,0,0.0
SPB10,7,0.0107,2,0.00694
K7EL85,3,0.00459,3,0.01042
E9PGV1,14,0.02141,9,0.03125
H7C4P1,1,0.00153,0,0.0
DHX15,241,0.3685,162,0.5625
LSM2,32,0.04893,20,0.06944
F5H0K2,1,0.00153,0,0.0
F8W892,4,0.00612,0,0.0
E9PPR2,1,0.00153,1,0.00347
ZCHC3,0,0.0,1,0.00347
B8ZZK2,83,0.12691,43,0.14931
M0R0I5,108,0.16514,70,0.24306
I3L3Q3,1,0.00153,1,0.00347
D6RAZ4,1,0.00153,0,0.0
B7Z4K6,25,0.03823,14,0.04861
BI2L1,54,0.08257,23,0.07986
HM13,72,0.11009,50,0.17361
E5RHG6,17,0.02599,17,0.05903
F91A1,5,0.00765,3,0.01042
A4D2Q0,17,0.02599,5,0.01736
RPB7,1,0.00153,0,0.0
COIL,11,0.01682,7,0.02431
C9JMN4,34,0.05199,23,0.07986
AT5L2,1,0.00153,0,0.0
H3BQQ2,3,0.00459,2,0.00694
SE1L1,28,0.04281,14,0.04861
Q5VT82,1,0.00153,0,0.0
D6RCD3,1,0.00153,0,0.0
K7EQA1,108,0.16514,62,0.21528
SCX,1,0.00153,0,0.0
DPP6,0,0.0,1,0.00347
E5RI16,36,0.05505,18,0.0625
CC140,0,0.0,1,0.00347
TCAM2,55,0.0841,33,0.11458
F2Z2G4,1,0.00153,1,0.00347
B4DP47,60,0.09174,36,0.125
E5RIG9,0,0.0,2,0.00694
F5GZI0,59,0.09021,50,0.17361
FRS1L,3,0.00459,0,0.0
B9A067,291,0.44495,178,0.61806
MPCP,11,0.01682,7,0.02431
F5GY55,185,0.28287,113,0.39236
B0QYV8,7,0.0107,7,0.02431
G3V235,8,0.01223,9,0.03125
E9PIG6,1,0.00153,0,0.0
UN13D,8,0.01223,7,0.02431
A6NEM2,204,0.31193,119,0.41319
M0R174,7,0.0107,7,0.02431
IMA3,44,0.06728,31,0.10764
SRC,77,0.11774,61,0.21181
EIF2D,20,0.03058,14,0.04861
E7EW84,4,0.00612,1,0.00347
E9PRX9,6,0.00917,3,0.01042
F5H6B1,231,0.35321,148,0.51389
K0408,0,0.0,1,0.00347
ARID2,9,0.01376,6,0.02083
C9J084,2,0.00306,1,0.00347
H0YBB2,99,0.15138,71,0.24653
E7EV59,34,0.05199,28,0.09722
MEIG1,0,0.0,1,0.00347
B4DES0,1,0.00153,0,0.0
H0YDX7,1,0.00153,0,0.0
H3BN50,13,0.01988,4,0.01389
K7EIY8,3,0.00459,3,0.01042
TM177,4,0.00612,2,0.00694
INT7,29,0.04434,18,0.0625
FLCN,0,0.0,1,0.00347
A6QRI9,56,0.08563,42,0.14583
IMPA1,0,0.0,1,0.00347
