protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
B4DH41,1,0.00153,0,0.0
LRC19,1,0.00153,1,0.00347
K7EQ19,0,0.0,1,0.00347
C9JC71,6,0.00917,3,0.01042
HYDIN,2,0.00306,0,0.0
E7EN32,5,0.00765,3,0.01042
J3KS25,63,0.09633,45,0.15625
B1AP61,2,0.00306,2,0.00694
DLL4,1,0.00153,0,0.0
MYO15,0,0.0,3,0.01042
OOEP,0,0.0,1,0.00347
CC147,1,0.00153,0,0.0
D6REB4,69,0.1055,41,0.14236
COR1A,89,0.13609,55,0.19097
PED1A,0,0.0,1,0.00347
KCTD4,2,0.00306,0,0.0
FACOS,1,0.00153,0,0.0
H0YK05,1,0.00153,1,0.00347
NPTX2,0,0.0,1,0.00347
E9PQ14,56,0.08563,44,0.15278
E7EXA3,25,0.03823,13,0.04514
PCF11,4,0.00612,3,0.01042
AL4A1,132,0.20183,86,0.29861
LYRM5,0,0.0,1,0.00347
B2R9C2,4,0.00612,0,0.0
MMP8,4,0.00612,6,0.02083
J3KN39,4,0.00612,0,0.0
B1AHE3,9,0.01376,7,0.02431
GNA12,72,0.11009,47,0.16319
ASSY,234,0.3578,132,0.45833
C9JSK5,3,0.00459,1,0.00347
B7Z7A9,359,0.54893,220,0.76389
K7EKY8,0,0.0,1,0.00347
CD97,78,0.11927,56,0.19444
E7EVU5,3,0.00459,0,0.0
H0YCT6,1,0.00153,0,0.0
C9IYB5,1,0.00153,0,0.0
F5GY56,80,0.12232,58,0.20139
F8W785,101,0.15443,61,0.21181
B8ZZT9,1,0.00153,1,0.00347
T131L,1,0.00153,1,0.00347
GCSH,11,0.01682,3,0.01042
B4DI05,1,0.00153,0,0.0
TOR2A,18,0.02752,9,0.03125
ARP21,0,0.0,1,0.00347
EF2K,0,0.0,1,0.00347
B4DPZ9,10,0.01529,7,0.02431
H0YBC6,1,0.00153,1,0.00347
IP6K3,1,0.00153,0,0.0
T179B,14,0.02141,14,0.04861
S22A2,2,0.00306,0,0.0
F5GZW2,1,0.00153,1,0.00347
STX8,1,0.00153,0,0.0
H7C4H2,99,0.15138,56,0.19444
RPB1,81,0.12385,47,0.16319
E5RGP0,1,0.00153,0,0.0
C9J4L7,1,0.00153,0,0.0
KCD12,138,0.21101,89,0.30903
DEST,35,0.05352,22,0.07639
B1AVV4,1,0.00153,0,0.0
C9J361,2,0.00306,0,0.0
B8ZZ51,213,0.32569,134,0.46528
H0YBJ3,1,0.00153,0,0.0
H7C2J3,4,0.00612,1,0.00347
GDF7,1,0.00153,1,0.00347
B4DI24,1,0.00153,1,0.00347
F5H2W5,0,0.0,1,0.00347
M0QYS1,179,0.2737,109,0.37847
D6R996,7,0.0107,2,0.00694
CAH2,194,0.29664,105,0.36458
C9JXK0,46,0.07034,25,0.08681
NUAK1,1,0.00153,0,0.0
CCDC7,0,0.0,1,0.00347
J3KRG0,2,0.00306,0,0.0
Q6ZT62,8,0.01223,8,0.02778
F8W9B9,1,0.00153,1,0.00347
C9JNW5,273,0.41743,178,0.61806
K7EKH7,7,0.0107,2,0.00694
K7EJU8,3,0.00459,1,0.00347
ALKB8,1,0.00153,0,0.0
H0YK46,111,0.16972,74,0.25694
B4DFR0,1,0.00153,4,0.01389
E9PD53,43,0.06575,19,0.06597
B4DG01,0,0.0,1,0.00347
H3BPE7,143,0.21865,97,0.33681
B3KSN8,1,0.00153,0,0.0
B4DWR9,8,0.01223,7,0.02431
SFRP2,3,0.00459,0,0.0
HEMH,2,0.00306,1,0.00347
SUSD5,2,0.00306,1,0.00347
HV319,10,0.01529,8,0.02778
F5GYK2,20,0.03058,16,0.05556
H7BZN7,5,0.00765,3,0.01042
H0YC89,17,0.02599,8,0.02778
K7EIU4,66,0.10092,36,0.125
C9JUG1,1,0.00153,0,0.0
Q5JYC0,0,0.0,1,0.00347
D6R959,5,0.00765,3,0.01042
M0R027,67,0.10245,39,0.13542
PLCD3,2,0.00306,1,0.00347
D6RD60,20,0.03058,17,0.05903
H0Y8M5,1,0.00153,0,0.0
E9PJ81,71,0.10856,35,0.12153
F5GXB1,1,0.00153,1,0.00347
F5H0G0,1,0.00153,0,0.0
LYOX,2,0.00306,0,0.0
H2AY,47,0.07187,31,0.10764
J3KTB8,0,0.0,1,0.00347
KMO,0,0.0,1,0.00347
ADNP,43,0.06575,30,0.10417
TPR,307,0.46942,181,0.62847
CELA1,0,0.0,1,0.00347
B4DXH4,0,0.0,1,0.00347
TT30A,1,0.00153,1,0.00347
TBC3B,1,0.00153,0,0.0
CC14A,0,0.0,1,0.00347
E2QRG8,22,0.03364,13,0.04514
GNAS2,113,0.17278,63,0.21875
B4DMU5,2,0.00306,1,0.00347
AK1BF,37,0.05657,16,0.05556
OSB11,2,0.00306,4,0.01389
B4DE93,117,0.1789,61,0.21181
F8VS02,201,0.30734,129,0.44792
C9IZD2,16,0.02446,13,0.04514
F205B,2,0.00306,0,0.0
MIP18,2,0.00306,9,0.03125
SFRP5,1,0.00153,0,0.0
H3BRL9,11,0.01682,7,0.02431
F8WAM8,5,0.00765,1,0.00347
A6NLC6,2,0.00306,1,0.00347
E9PNV3,23,0.03517,10,0.03472
B4DDW7,17,0.02599,6,0.02083
GPSM1,1,0.00153,1,0.00347
I3L2B0,72,0.11009,61,0.21181
T22D1,2,0.00306,2,0.00694
C9JK18,0,0.0,3,0.01042
J3KR29,5,0.00765,9,0.03125
C9JTZ6,4,0.00612,4,0.01389
H0YL69,45,0.06881,28,0.09722
IPO7,193,0.29511,116,0.40278
DDHD1,1,0.00153,2,0.00694
MTG8R,1,0.00153,0,0.0
D6RCB6,12,0.01835,3,0.01042
ILEU,189,0.28899,136,0.47222
C9J3S8,1,0.00153,2,0.00694
F8VQ19,0,0.0,1,0.00347
J3KT14,3,0.00459,0,0.0
F120A,242,0.37003,149,0.51736
E7ERH3,36,0.05505,22,0.07639
C9JS30,1,0.00153,1,0.00347
J3KR54,51,0.07798,31,0.10764
SHP1L,4,0.00612,1,0.00347
F8VXS0,7,0.0107,1,0.00347
G5E933,9,0.01376,3,0.01042
J3KPY9,1,0.00153,0,0.0
VKORL,26,0.03976,12,0.04167
C9J2U0,1,0.00153,0,0.0
B1AMW1,7,0.0107,3,0.01042
ANR62,8,0.01223,4,0.01389
F2Z356,1,0.00153,0,0.0
J3QS41,0,0.0,2,0.00694
CA087,1,0.00153,0,0.0
E5RJ52,26,0.03976,14,0.04861
K7EPS8,1,0.00153,0,0.0
GLT18,1,0.00153,0,0.0
HS3S1,0,0.0,1,0.00347
SFXN2,21,0.03211,14,0.04861
RWD2B,1,0.00153,0,0.0
F124B,0,0.0,1,0.00347
E9PIT5,36,0.05505,23,0.07986
I3L439,0,0.0,2,0.00694
S12A9,24,0.0367,17,0.05903
D6RBX4,39,0.05963,22,0.07639
K7EM20,169,0.25841,99,0.34375
E9PIQ3,2,0.00306,0,0.0
DRC1,1,0.00153,0,0.0
H3BUR4,5,0.00765,9,0.03125
SUOX,1,0.00153,1,0.00347
A4FU16,1,0.00153,0,0.0
GSLG1,94,0.14373,58,0.20139
CE048,1,0.00153,0,0.0
M0R3C7,25,0.03823,13,0.04514
B3KUB2,2,0.00306,0,0.0
E7EWW9,8,0.01223,1,0.00347
RNAS4,4,0.00612,2,0.00694
UN13C,1,0.00153,0,0.0
TM245,19,0.02905,6,0.02083
MTA2,156,0.23853,91,0.31597
KIF1C,2,0.00306,2,0.00694
RAB13,45,0.06881,28,0.09722
B4E241,169,0.25841,98,0.34028
F2Z2A4,2,0.00306,0,0.0
US6NL,1,0.00153,0,0.0
D3DVV1,2,0.00306,0,0.0
ASPM,9,0.01376,9,0.03125
F8W6P2,9,0.01376,5,0.01736
F5H053,17,0.02599,11,0.03819
MYH7B,49,0.07492,34,0.11806
E2QRH7,1,0.00153,0,0.0
BOLA1,1,0.00153,0,0.0
J3KSK1,7,0.0107,8,0.02778
RIMS3,1,0.00153,1,0.00347
B0QZ36,39,0.05963,21,0.07292
B8ZZ77,9,0.01376,5,0.01736
DIC,9,0.01376,7,0.02431
TBX18,1,0.00153,0,0.0
TBX6,4,0.00612,2,0.00694
PCDB3,0,0.0,1,0.00347
VANG2,1,0.00153,1,0.00347
D6R9B9,1,0.00153,0,0.0
H7C4P8,0,0.0,1,0.00347
E9PP76,28,0.04281,14,0.04861
E9PLY5,23,0.03517,14,0.04861
DHRS7,21,0.03211,15,0.05208
SUSD2,9,0.01376,5,0.01736
SMC5,12,0.01835,3,0.01042
NIPBL,24,0.0367,16,0.05556
PRAF3,59,0.09021,33,0.11458
C9K028,85,0.12997,55,0.19097
TRI29,15,0.02294,6,0.02083
SIAH2,1,0.00153,0,0.0
B1AK13,128,0.19572,67,0.23264
TITIN,28,0.04281,26,0.09028
F5H7N9,2,0.00306,1,0.00347
RCN1,21,0.03211,13,0.04514
LMNB1,58,0.08869,39,0.13542
CK095,2,0.00306,0,0.0
ASNS,48,0.07339,36,0.125
M0QXB0,2,0.00306,2,0.00694
G5E9C0,1,0.00153,0,0.0
KCAB2,7,0.0107,6,0.02083
C9JWY7,1,0.00153,1,0.00347
I3L2R6,16,0.02446,14,0.04861
E7EMB6,40,0.06116,27,0.09375
H0YGL9,45,0.06881,19,0.06597
IQCF5,1,0.00153,0,0.0
CD3Z,1,0.00153,2,0.00694
K7EKB9,2,0.00306,0,0.0
H0YIQ2,20,0.03058,16,0.05556
KAD7,2,0.00306,0,0.0
F8W786,43,0.06575,23,0.07986
SPSY,8,0.01223,8,0.02778
P4HTM,1,0.00153,0,0.0
H3BMC6,1,0.00153,0,0.0
SLAI1,1,0.00153,1,0.00347
TPD55,1,0.00153,0,0.0
E9PIL8,37,0.05657,20,0.06944
G3V1Q5,1,0.00153,1,0.00347
AVIL,42,0.06422,23,0.07986
SSNA1,4,0.00612,1,0.00347
J3KRU1,1,0.00153,0,0.0
F13A,98,0.14985,65,0.22569
B1AMG5,1,0.00153,0,0.0
B7Z635,1,0.00153,0,0.0
GP115,18,0.02752,14,0.04861
B4DNN9,2,0.00306,0,0.0
F8WC37,8,0.01223,5,0.01736
PIGC,0,0.0,1,0.00347
SSR2,0,0.0,1,0.00347
H0Y5L7,1,0.00153,0,0.0
MORC3,4,0.00612,3,0.01042
H0Y9K7,63,0.09633,42,0.14583
K7EN29,6,0.00917,4,0.01389
NUD16,7,0.0107,2,0.00694
C9J5Y1,15,0.02294,8,0.02778
A8MZB2,4,0.00612,2,0.00694
B7Z7B3,1,0.00153,0,0.0
C9JNZ1,127,0.19419,82,0.28472
A6NEL0,12,0.01835,7,0.02431
C9JRG0,148,0.2263,101,0.35069
M0QXP0,2,0.00306,0,0.0
C9JJ47,41,0.06269,20,0.06944
B4DUS4,6,0.00917,1,0.00347
DNJC5,2,0.00306,2,0.00694
FAS,375,0.57339,236,0.81944
TM211,0,0.0,1,0.00347
B4DDD8,9,0.01376,8,0.02778
C9JB11,1,0.00153,0,0.0
SYNCI,6,0.00917,3,0.01042
A8MXR1,2,0.00306,2,0.00694
SPP2B,1,0.00153,1,0.00347
H0YBT0,1,0.00153,0,0.0
NUCKS,16,0.02446,16,0.05556
TBKB1,1,0.00153,0,0.0
NEK5,1,0.00153,4,0.01389
CENPB,4,0.00612,1,0.00347
C9JSQ1,68,0.10398,33,0.11458
GPA33,153,0.23394,106,0.36806
H0YDT8,22,0.03364,15,0.05208
E9PCJ7,4,0.00612,2,0.00694
B4DKJ3,16,0.02446,3,0.01042
F5H4M0,12,0.01835,9,0.03125
F208B,1,0.00153,3,0.01042
D6RAW2,23,0.03517,19,0.06597
K7EPS6,1,0.00153,0,0.0
E9PQX8,2,0.00306,2,0.00694
TBX20,0,0.0,1,0.00347
H0YHK3,0,0.0,1,0.00347
H7C4Z9,0,0.0,1,0.00347
H0YFA4,54,0.08257,23,0.07986
S14L6,4,0.00612,1,0.00347
E9PCV0,73,0.11162,49,0.17014
B7Z2K3,0,0.0,1,0.00347
G3V160,10,0.01529,6,0.02083
D6RBC2,1,0.00153,0,0.0
D6RC24,6,0.00917,4,0.01389
D6RCB3,1,0.00153,4,0.01389
J3KRH3,0,0.0,1,0.00347
ZMIZ1,2,0.00306,0,0.0
F5H8A0,0,0.0,1,0.00347
B4DF41,89,0.13609,49,0.17014
MRP9,1,0.00153,0,0.0
PCDGD,1,0.00153,0,0.0
TIGD7,3,0.00459,1,0.00347
E9PN86,56,0.08563,35,0.12153
K7EM05,1,0.00153,0,0.0
I3L2C7,27,0.04128,9,0.03125
E9PJS8,48,0.07339,29,0.10069
E9PBC5,12,0.01835,7,0.02431
G3V5E5,3,0.00459,4,0.01389
SOCS1,1,0.00153,0,0.0
E9PIP3,5,0.00765,4,0.01389
MANEA,1,0.00153,0,0.0
ACSL4,74,0.11315,55,0.19097
B4DLA0,13,0.01988,8,0.02778
J3KQE0,67,0.10245,48,0.16667
Q5VZW3,1,0.00153,0,0.0
E7EQ34,28,0.04281,19,0.06597
MET15,2,0.00306,2,0.00694
MYCD,1,0.00153,0,0.0
M0QYT1,12,0.01835,3,0.01042
S10AA,142,0.21713,71,0.24653
DJC15,8,0.01223,1,0.00347
H0YJN0,0,0.0,2,0.00694
E9PH29,255,0.38991,160,0.55556
RL22,4,0.00612,6,0.02083
J3QSX3,2,0.00306,0,0.0
ZN652,1,0.00153,0,0.0
E9PIC8,1,0.00153,0,0.0
IKIP,65,0.09939,42,0.14583
G3V2S9,126,0.19266,82,0.28472
AP1B1,118,0.18043,64,0.22222
F5H4L8,1,0.00153,0,0.0
H3BN82,7,0.0107,5,0.01736
LIPI,0,0.0,1,0.00347
AP1G2,6,0.00917,8,0.02778
NU2M,5,0.00765,1,0.00347
SRP14,35,0.05352,25,0.08681
E9PLJ7,3,0.00459,0,0.0
HEAT1,11,0.01682,10,0.03472
B4DP17,32,0.04893,11,0.03819
B4DUB8,2,0.00306,0,0.0
G3V4U0,81,0.12385,51,0.17708
APC16,1,0.00153,1,0.00347
Q5TI88,3,0.00459,1,0.00347
D6REX5,0,0.0,2,0.00694
E9PC52,46,0.07034,28,0.09722
H7C0W8,25,0.03823,10,0.03472
CR3L2,2,0.00306,0,0.0
J3KS31,66,0.10092,40,0.13889
F5H4T7,11,0.01682,3,0.01042
TDRD3,2,0.00306,2,0.00694
H0Y930,0,0.0,1,0.00347
TPP2,246,0.37615,150,0.52083
I3L334,0,0.0,1,0.00347
E5RFZ4,2,0.00306,3,0.01042
CXG1,0,0.0,1,0.00347
E7ESL3,1,0.00153,0,0.0
A6PVD3,1,0.00153,1,0.00347
I3L1J3,0,0.0,1,0.00347
H2AZ,58,0.08869,36,0.125
PTN6,105,0.16055,74,0.25694
B1APY8,1,0.00153,0,0.0
Q96QS2,0,0.0,1,0.00347
L7N489,1,0.00153,0,0.0
F5H496,5,0.00765,5,0.01736
PLIN4,10,0.01529,8,0.02778
H7C059,2,0.00306,2,0.00694
B4DY08,175,0.26758,113,0.39236
B7ZKM0,153,0.23394,94,0.32639
C9JVQ5,5,0.00765,1,0.00347
H3BRD2,7,0.0107,6,0.02083
H0Y448,1,0.00153,0,0.0
CAH5B,1,0.00153,0,0.0
A8MV29,11,0.01682,7,0.02431
HMCN1,8,0.01223,4,0.01389
C9JI88,0,0.0,1,0.00347
RBBP4,19,0.02905,11,0.03819
PI42C,2,0.00306,2,0.00694
GBG4,8,0.01223,1,0.00347
B4DUD2,28,0.04281,13,0.04514
E7ENM8,0,0.0,2,0.00694
PCDGE,0,0.0,1,0.00347
A6NNZ3,2,0.00306,0,0.0
NEIL1,1,0.00153,0,0.0
B4DT06,0,0.0,1,0.00347
C9JBH9,1,0.00153,1,0.00347
UBR4,243,0.37156,130,0.45139
DKK4,0,0.0,4,0.01389
PPAP,0,0.0,1,0.00347
E7EUT8,115,0.17584,83,0.28819
H3BTW1,16,0.02446,13,0.04514
ACTH,5,0.00765,5,0.01736
E9PQI8,28,0.04281,19,0.06597
CX057,0,0.0,1,0.00347
ZN326,55,0.0841,25,0.08681
C9JFW0,1,0.00153,0,0.0
B5MCI8,0,0.0,1,0.00347
E9PP49,2,0.00306,0,0.0
C9J8Q3,2,0.00306,0,0.0
B4E0P5,134,0.20489,87,0.30208
H7C538,2,0.00306,2,0.00694
MMP9,129,0.19725,87,0.30208
GSTT1,0,0.0,1,0.00347
FAHD1,54,0.08257,26,0.09028
E2QRH8,14,0.02141,8,0.02778
I6L9H4,1,0.00153,1,0.00347
EXOC3,10,0.01529,8,0.02778
J3KQ73,65,0.09939,37,0.12847
CCD47,80,0.12232,56,0.19444
E9PP33,1,0.00153,1,0.00347
EEA1,150,0.22936,87,0.30208
C9J7L9,0,0.0,1,0.00347
D6RD77,34,0.05199,18,0.0625
K7ELG4,0,0.0,1,0.00347
D11L8,2,0.00306,0,0.0
Q86WV7,3,0.00459,1,0.00347
F8WCB9,1,0.00153,0,0.0
MTOR,37,0.05657,16,0.05556
ITA2B,2,0.00306,5,0.01736
G3V470,5,0.00765,7,0.02431
F8WDI0,24,0.0367,16,0.05556
F8VU65,30,0.04587,19,0.06597
TBCEL,2,0.00306,0,0.0
RL35,23,0.03517,23,0.07986
H3BPS7,1,0.00153,0,0.0
E7EVV3,2,0.00306,0,0.0
E9PBE3,1,0.00153,0,0.0
ROA2,352,0.53823,220,0.76389
B1ALB6,1,0.00153,0,0.0
TS1R2,1,0.00153,3,0.01042
ELAF,1,0.00153,2,0.00694
TR13C,0,0.0,1,0.00347
J3KN10,37,0.05657,18,0.0625
E9PBP8,0,0.0,1,0.00347
ASNA,35,0.05352,21,0.07292
E9PB09,0,0.0,2,0.00694
VPS52,6,0.00917,2,0.00694
F8W705,2,0.00306,1,0.00347
K7EJI6,0,0.0,1,0.00347
F8W943,125,0.19113,84,0.29167
C9J038,0,0.0,1,0.00347
NKX26,1,0.00153,0,0.0
Q5QPD0,26,0.03976,17,0.05903
H2B1K,17,0.02599,15,0.05208
ZDH14,1,0.00153,0,0.0
SNIP1,1,0.00153,4,0.01389
VPS4A,7,0.0107,6,0.02083
E5RGL6,2,0.00306,0,0.0
CCRL1,1,0.00153,0,0.0
TFB2M,21,0.03211,14,0.04861
H0Y5U2,0,0.0,1,0.00347
I3L3Q8,16,0.02446,10,0.03472
J3KS17,42,0.06422,31,0.10764
B4DEH9,33,0.05046,22,0.07639
K0232,2,0.00306,0,0.0
J3KRS1,26,0.03976,13,0.04514
B9A063,34,0.05199,20,0.06944
MYLIP,1,0.00153,1,0.00347
B4DJ81,267,0.40826,140,0.48611
F5H6U7,36,0.05505,25,0.08681
M0R2A8,13,0.01988,11,0.03819
B4DNN6,0,0.0,1,0.00347
ZBT20,1,0.00153,0,0.0
A2A2A7,1,0.00153,3,0.01042
RHOG,139,0.21254,84,0.29167
E9PP99,1,0.00153,0,0.0
UFC1,30,0.04587,19,0.06597
B7Z9L2,60,0.09174,34,0.11806
PKHG5,3,0.00459,0,0.0
GDPP1,3,0.00459,3,0.01042
KPSH2,1,0.00153,0,0.0
ASAP2,8,0.01223,6,0.02083
ADX,13,0.01988,11,0.03819
E9PJF4,24,0.0367,21,0.07292
C9JUJ0,0,0.0,1,0.00347
FKB10,20,0.03058,9,0.03125
E7ESX8,1,0.00153,1,0.00347
UBS3B,1,0.00153,1,0.00347
AWAT1,0,0.0,1,0.00347
PPIL4,12,0.01835,5,0.01736
COL12,1,0.00153,1,0.00347
D6RA57,2,0.00306,0,0.0
Q6ZSL5,2,0.00306,1,0.00347
C9JRJ5,1,0.00153,1,0.00347
DDX3X,122,0.18654,78,0.27083
H0Y9L6,30,0.04587,17,0.05903
E5RI96,10,0.01529,7,0.02431
EXTL3,1,0.00153,0,0.0
PVRL4,1,0.00153,0,0.0
C9K0E3,3,0.00459,1,0.00347
B4DU75,26,0.03976,13,0.04514
CK068,18,0.02752,14,0.04861
MED25,5,0.00765,2,0.00694
DPOA2,1,0.00153,0,0.0
A2A2V1,8,0.01223,0,0.0
H0YHR9,1,0.00153,0,0.0
I3L159,36,0.05505,35,0.12153
Q5TBR0,53,0.08104,34,0.11806
K7EME2,1,0.00153,1,0.00347
HIRA,11,0.01682,6,0.02083
SPG20,3,0.00459,1,0.00347
TTC1,6,0.00917,6,0.02083
H0YK75,4,0.00612,2,0.00694
F5GZG7,0,0.0,1,0.00347
POPD1,1,0.00153,0,0.0
F5H8F7,11,0.01682,8,0.02778
RHG31,2,0.00306,2,0.00694
H3BNN8,21,0.03211,10,0.03472
B3KU87,1,0.00153,0,0.0
F8VX55,30,0.04587,14,0.04861
SCNBA,2,0.00306,1,0.00347
E7EN86,1,0.00153,0,0.0
MBOA2,1,0.00153,0,0.0
J3KQD0,3,0.00459,0,0.0
CA050,3,0.00459,0,0.0
C9JN98,15,0.02294,5,0.01736
K7EIU8,2,0.00306,1,0.00347
H3BNT2,51,0.07798,28,0.09722
H3BMQ5,45,0.06881,27,0.09375
ITPA,76,0.11621,42,0.14583
F8WEX4,1,0.00153,0,0.0
C9JFD7,0,0.0,1,0.00347
DSG2,242,0.37003,148,0.51389
CSPP1,1,0.00153,0,0.0
FAM3D,84,0.12844,64,0.22222
RUVB2,17,0.02599,14,0.04861
E1B6W4,2,0.00306,2,0.00694
H7C4L8,2,0.00306,1,0.00347
G5EA52,384,0.58716,239,0.82986
F5GWA7,1,0.00153,1,0.00347
BAG5,22,0.03364,16,0.05556
H2A2B,41,0.06269,17,0.05903
RHDF2,9,0.01376,5,0.01736
J3KRN4,3,0.00459,0,0.0
G3V1L6,92,0.14067,52,0.18056
ARF5,7,0.0107,2,0.00694
CP4Z1,0,0.0,1,0.00347
E9PNJ4,2,0.00306,9,0.03125
PRAX,4,0.00612,1,0.00347
E5RJU9,130,0.19878,82,0.28472
G3V418,1,0.00153,0,0.0
MLKL,1,0.00153,2,0.00694
HSP13,3,0.00459,1,0.00347
E9PPZ1,4,0.00612,3,0.01042
SRFB1,1,0.00153,2,0.00694
I7HJJ0,300,0.45872,178,0.61806
D3YTJ7,11,0.01682,8,0.02778
B4E3M2,3,0.00459,3,0.01042
B4DV59,5,0.00765,3,0.01042
E5RK62,20,0.03058,9,0.03125
C9K060,2,0.00306,2,0.00694
G3XAN8,23,0.03517,13,0.04514
M0R1F7,10,0.01529,5,0.01736
E7EVF4,134,0.20489,82,0.28472
H3BMV9,1,0.00153,3,0.01042
H3BRD9,65,0.09939,36,0.125
MOG,0,0.0,1,0.00347
F5GYJ8,149,0.22783,90,0.3125
A6NES3,3,0.00459,1,0.00347
K7EL89,30,0.04587,17,0.05903
E9PSF2,2,0.00306,0,0.0
KTI12,0,0.0,1,0.00347
B4DJ07,38,0.0581,20,0.06944
B4DI85,40,0.06116,23,0.07986
E9PK08,14,0.02141,8,0.02778
KAT6B,2,0.00306,1,0.00347
IF6,78,0.11927,43,0.14931
J3KSR4,45,0.06881,28,0.09722
FUT4,4,0.00612,0,0.0
NUA4L,1,0.00153,0,0.0
CBR1,190,0.29052,108,0.375
E9PMD4,89,0.13609,65,0.22569
H3BV15,8,0.01223,7,0.02431
J3QS11,73,0.11162,46,0.15972
CO6A6,6,0.00917,3,0.01042
TBCC,24,0.0367,17,0.05903
B4DXK7,1,0.00153,1,0.00347
E7ER27,268,0.40979,162,0.5625
GPTC1,1,0.00153,0,0.0
J3QL71,2,0.00306,1,0.00347
ETFB,166,0.25382,105,0.36458
E7ESG3,16,0.02446,11,0.03819
UBP16,1,0.00153,1,0.00347
H7C5I0,1,0.00153,2,0.00694
F8W9A4,1,0.00153,0,0.0
B7Z416,2,0.00306,0,0.0
CTSRD,1,0.00153,0,0.0
H3BTR8,5,0.00765,3,0.01042
B4DQV7,53,0.08104,33,0.11458
SV2A,8,0.01223,7,0.02431
E9PDX4,2,0.00306,2,0.00694
EXOS3,16,0.02446,13,0.04514
CYTSB,13,0.01988,5,0.01736
TTL13,1,0.00153,1,0.00347
IPO8,22,0.03364,17,0.05903
FCG2A,1,0.00153,2,0.00694
D6REY1,1,0.00153,2,0.00694
F5GYX7,0,0.0,1,0.00347
E9PBK4,1,0.00153,1,0.00347
F8W8Z4,38,0.0581,20,0.06944
B4DPR4,1,0.00153,0,0.0
HAX1,3,0.00459,0,0.0
E9PMI7,0,0.0,1,0.00347
B4DH47,50,0.07645,44,0.15278
C9JQD1,1,0.00153,1,0.00347
RT12,7,0.0107,7,0.02431
A9J4F5,0,0.0,1,0.00347
F8VR77,198,0.30275,127,0.44097
K1614,3,0.00459,0,0.0
CO3A1,95,0.14526,43,0.14931
MYCBP,10,0.01529,8,0.02778
CP2F1,1,0.00153,0,0.0
J3QT09,1,0.00153,0,0.0
COQ3,11,0.01682,7,0.02431
E5RGA2,154,0.23547,88,0.30556
B4DFT4,2,0.00306,2,0.00694
K7EIR0,23,0.03517,13,0.04514
DOPP1,20,0.03058,11,0.03819
G5E9F8,20,0.03058,6,0.02083
E9PE50,0,0.0,2,0.00694
LMOD3,7,0.0107,3,0.01042
Q8IVP1,1,0.00153,1,0.00347
H7C331,0,0.0,2,0.00694
TCRG1,34,0.05199,18,0.0625
VTI1A,5,0.00765,3,0.01042
K7EJ68,74,0.11315,51,0.17708
H7C2E6,1,0.00153,0,0.0
PP14A,5,0.00765,2,0.00694
B4DZH6,2,0.00306,4,0.01389
H3BTH6,6,0.00917,3,0.01042
E9PR30,99,0.15138,60,0.20833
TRIO,1,0.00153,0,0.0
NU188,58,0.08869,26,0.09028
PLVAP,27,0.04128,16,0.05556
E9PNR0,0,0.0,1,0.00347
B4E2X2,36,0.05505,24,0.08333
SF3B1,254,0.38838,160,0.55556
DTX3L,82,0.12538,48,0.16667
H3BSS5,0,0.0,1,0.00347
AMOL1,0,0.0,1,0.00347
S27A6,1,0.00153,0,0.0
E7EU42,24,0.0367,18,0.0625
E7EMB1,25,0.03823,20,0.06944
UB2J1,15,0.02294,13,0.04514
E7ERH8,2,0.00306,1,0.00347
BCCIP,4,0.00612,4,0.01389
CQ051,0,0.0,1,0.00347
B8ZZ74,58,0.08869,38,0.13194
ATS12,1,0.00153,0,0.0
STOX2,2,0.00306,2,0.00694
J3KT83,16,0.02446,10,0.03472
E5RIU6,40,0.06116,25,0.08681
RET1,2,0.00306,0,0.0
A2A393,3,0.00459,5,0.01736
C9JXZ0,28,0.04281,9,0.03125
B4DEQ4,1,0.00153,0,0.0
GABR1,0,0.0,1,0.00347
C9J8F6,34,0.05199,18,0.0625
Q5T6H7,26,0.03976,16,0.05556
H0Y430,1,0.00153,1,0.00347
K7EJU2,3,0.00459,2,0.00694
H7BYS2,1,0.00153,2,0.00694
F5GYM0,52,0.07951,29,0.10069
E7ES84,4,0.00612,2,0.00694
PRDX4,17,0.02599,16,0.05556
B7ZLM8,4,0.00612,0,0.0
C9JAB9,13,0.01988,5,0.01736
TNR25,1,0.00153,0,0.0
F8VRY4,2,0.00306,0,0.0
K7ER43,1,0.00153,0,0.0
E5RH58,2,0.00306,0,0.0
HEM6,46,0.07034,37,0.12847
J3QSY2,2,0.00306,0,0.0
CD53,1,0.00153,1,0.00347
HV201,0,0.0,1,0.00347
AKAP4,2,0.00306,0,0.0
E9PEP3,14,0.02141,6,0.02083
E2F8,0,0.0,2,0.00694
E9PIR1,18,0.02752,5,0.01736
K895L,0,0.0,1,0.00347
A6NCI0,5,0.00765,5,0.01736
ODPA,233,0.35627,125,0.43403
NSUN3,1,0.00153,0,0.0
B0AZS4,1,0.00153,1,0.00347
BAX,84,0.12844,64,0.22222
H0YHF6,1,0.00153,0,0.0
I3L2X7,1,0.00153,0,0.0
GSTA3,1,0.00153,0,0.0
J3KTK1,1,0.00153,0,0.0
C9J236,20,0.03058,7,0.02431
H0YDD5,1,0.00153,0,0.0
E7EWI1,1,0.00153,0,0.0
A2IDD0,0,0.0,1,0.00347
F5H7K3,6,0.00917,4,0.01389
